algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,phi1,phi2,smin,smax,weight,mut_std,mut_indpb,mut_prob,temp,alpha
PlantPropagation,263.0,277.0,,,0.94,,,,,100,120,108,12,0,0,196,0.0,224,,,,,,1.89,0.77,,,
SimulatedAnnealing,39.0,,,,0.69,,,,,100,120,108,12,0,0,196,0.0,286,,,,,,1.55,,0.97,175.71,0.82
PlantPropagation,64.0,123.0,,,0.1,,,,,100,120,108,12,0,0,196,48.0,322,,,,,,0.36,0.21,,,
MuPlusLambda,185.0,218.0,0.44,0.56,0.36,0.67,0.0,1.61,0.65,100,120,108,12,0,0,196,0.0,178,,,,,,,,,,
PlantPropagation,51.0,250.0,,,1.0,,,,,100,120,108,12,0,0,196,0.0,266,,,,,,1.72,0.46,,,
MuPlusLambda,135.0,120.0,0.03,0.97,0.42,0.76,0.0,0.19,0.35,100,120,108,12,0,0,196,0.0,201,,,,,,,,,,
MuPlusLambda,95.0,45.0,0.44,0.56,0.75,0.65,0.0,0.13,0.08,100,120,108,12,0,0,196,0.0,222,,,,,,,,,,
StochasticHillClimb,23.0,,,,0.72,,,,,100,120,108,12,0,0,196,0.0,215,,,,,,1.89,,0.58,,
StochasticHillClimb,26.0,,,,0.31,,,,,100,120,108,12,0,0,196,0.0,206,,,,,,0.96,,0.39,,
SimulatedAnnealing,1.0,,,,0.25,,,,,100,120,108,12,0,0,196,0.0,463,,,,,,1.28,,0.24,15.1,0.82
MuPlusLambda,33.0,139.0,0.35,0.65,0.13,0.53,0.0,0.46,0.79,100,120,108,12,0,0,196,0.0,170,,,,,,,,,,
StochasticHillClimb,26.0,,,,0.46,,,,,100,120,108,12,0,0,196,1.0,305,,,,,,0.43,,0.34,,
StochasticHillClimb,44.0,,,,0.41,,,,,100,120,108,12,0,0,196,4.0,319,,,,,,0.16,,0.03,,
PlantPropagation,269.0,27.0,,,0.19,,,,,100,120,108,12,0,0,196,31.0,234,,,,,,0.26,0.87,,,
MuPlusLambda,243.0,177.0,0.69,0.31000000000000005,0.61,0.16,0.0,1.52,0.86,100,120,108,12,0,0,196,0.0,194,,,,,,,,,,
PlantPropagation,51.0,46.0,,,0.85,,,,,100,120,108,12,0,0,196,0.0,248,,,,,,1.78,0.32,,,
MuPlusLambda,49.0,146.0,0.09,0.91,0.42,0.25,0.0,1.73,0.63,100,120,108,12,0,0,196,0.0,186,,,,,,,,,,
MuPlusLambda,193.0,150.0,0.56,0.43999999999999995,0.21,0.31,0.0,0.64,0.88,100,120,108,12,0,0,196,0.0,167,,,,,,,,,,
PlantPropagation,63.0,128.0,,,0.08,,,,,100,120,108,12,0,0,196,32.0,247,,,,,,0.26,0.96,,,
SimulatedAnnealing,7.0,,,,0.06,,,,,100,120,108,12,0,0,196,0.0,457,,,,,,1.34,,0.92,29.63,0.9
StochasticHillClimb,22.0,,,,0.55,,,,,100,120,108,12,0,0,196,0.0,198,,,,,,0.98,,0.37,,
ParticleSwarm,162.0,,,,0.06,,,,,100,120,108,12,0,0,196,0.0,137,4.93,2.52,-1.8,1.8,0.98,,,,,
MuPlusLambda,83.0,65.0,0.7,0.30000000000000004,0.19,0.34,0.0,1.49,0.78,100,120,108,12,0,0,196,0.0,181,,,,,,,,,,
MuPlusLambda,271.0,188.0,0.81,0.18999999999999995,0.51,0.22,0.0,1.19,0.09,100,120,108,12,0,0,196,0.0,191,,,,,,,,,,
ParticleSwarm,211.0,,,,0.37,,,,,100,120,108,12,0,0,196,0.0,137,5.43,6.9,-1.32,1.32,0.75,,,,,
SimulatedAnnealing,20.0,,,,0.99,,,,,100,120,108,12,0,0,196,0.0,281,,,,,,0.79,,0.76,133.43,0.82
StochasticHillClimb,46.0,,,,0.86,,,,,100,120,108,12,0,0,196,0.0,212,,,,,,0.83,,0.6,,
PlantPropagation,267.0,50.0,,,0.64,,,,,100,120,108,12,0,0,196,0.0,267,,,,,,1.11,0.55,,,
MuPlusLambda,43.0,157.0,0.29,0.71,0.6,0.81,0.0,1.42,0.66,100,120,108,12,0,0,196,0.0,196,,,,,,,,,,
ParticleSwarm,146.0,,,,0.46,,,,,100,120,108,12,0,0,196,3.0,291,9.74,2.81,-0.19,0.19,0.97,,,,,
SimulatedAnnealing,1.0,,,,0.94,,,,,100,120,108,12,0,0,196,0.0,314,,,,,,1.17,,0.87,144.67,0.96
ParticleSwarm,198.0,,,,0.05,,,,,100,120,108,12,0,0,196,0.0,187,1.72,3.07,-0.75,0.75,0.57,,,,,
SimulatedAnnealing,10.0,,,,0.05,,,,,100,120,108,12,0,0,196,0.0,795,,,,,,1.92,,0.57,10.92,0.93
SimulatedAnnealing,1.0,,,,0.72,,,,,100,120,108,12,0,0,196,25.0,392,,,,,,0.43,,0.37,77.32,0.91
StochasticHillClimb,48.0,,,,0.13,,,,,100,120,108,12,0,0,196,7.0,251,,,,,,0.4,,0.67,,
ParticleSwarm,267.0,,,,0.68,,,,,100,120,108,12,0,0,196,0.0,200,2.13,6.49,-1.12,1.12,0.14,,,,,
SimulatedAnnealing,18.0,,,,0.35,,,,,100,120,108,12,0,0,196,0.0,274,,,,,,1.08,,0.14,109.21,0.94
StochasticHillClimb,47.0,,,,0.25,,,,,100,120,108,12,0,0,196,0.0,267,,,,,,0.55,,0.39,,
MuPlusLambda,152.0,209.0,0.98,0.020000000000000018,0.17,0.87,0.0,1.09,0.44,100,120,108,12,0,0,196,0.0,183,,,,,,,,,,
PlantPropagation,45.0,194.0,,,0.99,,,,,100,120,108,12,0,0,196,0.0,224,,,,,,1.01,0.74,,,
PlantPropagation,140.0,88.0,,,0.68,,,,,100,120,108,12,0,0,196,0.0,257,,,,,,1.28,0.1,,,
ParticleSwarm,211.0,,,,0.4,,,,,100,120,108,12,0,0,196,0.0,293,0.31,9.56,-0.42,0.42,0.78,,,,,
MuPlusLambda,133.0,260.0,0.38,0.62,0.86,0.61,0.0,0.63,0.02,100,120,108,12,0,0,196,0.0,219,,,,,,,,,,
SimulatedAnnealing,3.0,,,,0.88,,,,,100,120,108,12,0,0,196,0.0,314,,,,,,1.63,,0.88,57.59,0.94
MuPlusLambda,131.0,109.0,0.94,0.06000000000000005,0.97,0.65,0.0,0.94,0.93,100,120,108,12,0,0,196,0.0,197,,,,,,,,,,
SimulatedAnnealing,4.0,,,,0.3,,,,,100,120,108,12,0,0,196,0.0,285,,,,,,1.46,,0.06,172.28,0.95
PlantPropagation,103.0,205.0,,,0.68,,,,,100,120,108,12,0,0,196,0.0,227,,,,,,1.44,0.45,,,
ParticleSwarm,36.0,,,,0.29,,,,,100,120,108,12,0,0,196,0.0,140,8.78,8.83,-1.51,1.51,0.66,,,,,
SimulatedAnnealing,7.0,,,,0.99,,,,,100,120,108,12,0,0,196,0.0,314,,,,,,1.53,,0.99,155.08,0.98
SimulatedAnnealing,47.0,,,,0.78,,,,,100,120,108,12,0,0,196,0.0,264,,,,,,0.53,,0.84,193.79,0.91
ParticleSwarm,116.0,,,,0.0,,,,,100,120,108,12,0,0,196,0.0,168,9.35,6.75,-1.81,1.81,0.14,,,,,
ParticleSwarm,90.0,,,,0.09,,,,,100,120,108,12,0,0,196,0.0,255,4.82,1.74,-1.51,1.51,0.26,,,,,
StochasticHillClimb,10.0,,,,0.33,,,,,100,120,108,12,0,0,196,7.0,289,,,,,,0.49,,0.7,,
StochasticHillClimb,1.0,,,,0.3,,,,,100,120,108,12,0,0,196,0.0,117,,,,,,1.37,,0.27,,
ParticleSwarm,116.0,,,,0.41,,,,,100,120,108,12,0,0,196,0.0,217,1.91,5.26,-0.51,0.51,0.6,,,,,
PlantPropagation,25.0,264.0,,,0.11,,,,,100,120,108,12,0,0,196,111.0,227,,,,,,1.65,0.91,,,
ParticleSwarm,216.0,,,,0.04,,,,,100,120,108,12,0,0,196,0.0,150,3.83,3.07,-1.38,1.38,0.75,,,,,
MuPlusLambda,264.0,27.0,0.55,0.44999999999999996,0.58,0.39,0.0,0.43,0.32,100,120,108,12,0,0,196,0.0,199,,,,,,,,,,
PlantPropagation,32.0,103.0,,,0.23,,,,,100,120,108,12,0,0,196,0.0,265,,,,,,1.52,0.91,,,
PlantPropagation,103.0,207.0,,,0.4,,,,,100,120,108,12,0,0,196,27.0,248,,,,,,0.67,0.27,,,
ParticleSwarm,180.0,,,,0.66,,,,,100,120,108,12,0,0,196,0.0,290,6.87,1.93,-0.5,0.5,0.9,,,,,
StochasticHillClimb,4.0,,,,0.8,,,,,100,120,108,12,0,0,196,0.0,170,,,,,,1.48,,0.4,,
SimulatedAnnealing,38.0,,,,0.72,,,,,100,120,108,12,0,0,196,0.0,348,,,,,,0.42,,0.28,49.38,0.87
SimulatedAnnealing,24.0,,,,0.2,,,,,100,120,108,12,0,0,196,0.0,384,,,,,,1.89,,0.54,138.26,0.81
SimulatedAnnealing,35.0,,,,0.4,,,,,100,120,108,12,0,0,196,12.0,416,,,,,,0.39,,0.87,63.96,0.98
ParticleSwarm,46.0,,,,0.19,,,,,100,120,108,12,0,0,196,0.0,126,4.52,4.29,-1.93,1.93,0.31,,,,,
ParticleSwarm,255.0,,,,0.49,,,,,100,120,108,12,0,0,196,0.0,170,0.73,7.47,-0.7,0.7,0.93,,,,,
StochasticHillClimb,7.0,,,,0.09,,,,,100,120,108,12,0,0,196,93.0,280,,,,,,0.33,,0.94,,
PlantPropagation,141.0,169.0,,,0.67,,,,,100,120,108,12,0,0,196,0.0,244,,,,,,1.98,0.46,,,
StochasticHillClimb,3.0,,,,0.17,,,,,100,120,108,12,0,0,196,56.0,264,,,,,,0.23,,0.48,,
ParticleSwarm,214.0,,,,0.48,,,,,100,120,108,12,0,0,196,0.0,362,9.63,0.11,-0.25,0.25,0.4,,,,,
SimulatedAnnealing,13.0,,,,0.72,,,,,100,120,108,12,0,0,196,17.0,407,,,,,,0.11,,0.06,68.27,0.9
PlantPropagation,91.0,292.0,,,0.18,,,,,100,120,108,12,0,0,196,87.0,275,,,,,,0.71,0.74,,,
ParticleSwarm,67.0,,,,0.51,,,,,100,120,108,12,0,0,196,0.0,131,3.62,3.91,-1.56,1.56,0.63,,,,,
SimulatedAnnealing,30.0,,,,0.24,,,,,100,120,108,12,0,0,196,0.0,350,,,,,,1.39,,0.9,80.62,0.83
MuPlusLambda,205.0,277.0,0.62,0.38,0.18,0.99,0.0,0.65,0.99,100,120,108,12,0,0,196,0.0,249,,,,,,,,,,
PlantPropagation,229.0,194.0,,,0.24,,,,,100,120,108,12,0,0,196,0.0,292,,,,,,0.89,0.97,,,
SimulatedAnnealing,25.0,,,,0.77,,,,,100,120,108,12,0,0,196,0.0,321,,,,,,1.67,,0.61,193.82,0.94
SimulatedAnnealing,50.0,,,,0.8,,,,,100,120,108,12,0,0,196,0.0,262,,,,,,1.15,,0.19,15.7,0.92
SimulatedAnnealing,36.0,,,,0.36,,,,,100,120,108,12,0,0,196,0.0,274,,,,,,1.69,,0.28,105.93,0.83
SimulatedAnnealing,49.0,,,,0.35,,,,,100,120,108,12,0,0,196,0.0,333,,,,,,1.82,,0.88,76.46,0.94
MuPlusLambda,233.0,49.0,0.66,0.33999999999999997,0.5,0.59,0.0,1.35,0.61,100,120,108,12,0,0,196,0.0,187,,,,,,,,,,
SimulatedAnnealing,6.0,,,,0.11,,,,,100,120,108,12,0,0,196,0.0,315,,,,,,0.98,,0.17,122.07,0.92
MuPlusLambda,255.0,244.0,0.94,0.06000000000000005,0.57,0.57,0.0,1.98,0.36,100,120,108,12,0,0,196,0.0,178,,,,,,,,,,
SimulatedAnnealing,46.0,,,,0.52,,,,,100,120,108,12,0,0,196,0.0,261,,,,,,1.63,,0.24,167.45,0.96
SimulatedAnnealing,24.0,,,,0.87,,,,,100,120,108,12,0,0,196,0.0,259,,,,,,1.34,,0.22,178.71,0.88
MuPlusLambda,277.0,39.0,0.43,0.5700000000000001,0.95,0.73,0.0,1.7,0.97,100,120,108,12,0,0,196,0.0,188,,,,,,,,,,
MuPlusLambda,167.0,210.0,0.45,0.55,0.09,0.11,0.0,1.31,0.84,100,120,108,12,0,0,196,0.0,173,,,,,,,,,,
ParticleSwarm,81.0,,,,0.57,,,,,100,120,108,12,0,0,196,0.0,349,2.01,3.84,-0.19,0.19,0.15,,,,,
PlantPropagation,89.0,38.0,,,0.41,,,,,100,120,108,12,0,0,196,0.0,266,,,,,,1.34,0.15,,,
SimulatedAnnealing,17.0,,,,0.84,,,,,100,120,108,12,0,0,196,0.0,223,,,,,,0.58,,0.69,101.49,0.82
ParticleSwarm,226.0,,,,0.15,,,,,100,120,108,12,0,0,196,0.0,236,5.04,0.65,-1.3,1.3,0.37,,,,,
StochasticHillClimb,6.0,,,,0.08,,,,,100,120,108,12,0,0,196,0.0,143,,,,,,0.99,,0.2,,
ParticleSwarm,58.0,,,,0.85,,,,,100,120,108,12,0,0,196,4.0,407,0.53,2.42,-0.13,0.13,0.83,,,,,
StochasticHillClimb,11.0,,,,0.54,,,,,100,120,108,12,0,0,196,0.0,198,,,,,,0.88,,0.8,,
StochasticHillClimb,2.0,,,,0.37,,,,,100,120,108,12,0,0,196,0.0,149,,,,,,0.78,,0.68,,
StochasticHillClimb,7.0,,,,0.82,,,,,100,120,108,12,0,0,196,0.0,206,,,,,,0.69,,0.25,,
PlantPropagation,199.0,120.0,,,0.01,,,,,100,120,108,12,0,0,196,340.0,337,,,,,,0.77,0.29,,,
StochasticHillClimb,42.0,,,,0.42,,,,,100,120,108,12,0,0,196,0.0,212,,,,,,1.55,,0.1,,
SimulatedAnnealing,33.0,,,,0.62,,,,,100,120,108,12,0,0,196,0.0,273,,,,,,0.95,,0.09,115.91,0.84
PlantPropagation,193.0,47.0,,,0.97,,,,,100,120,108,12,0,0,196,0.0,236,,,,,,1.81,0.37,,,
ParticleSwarm,228.0,,,,0.94,,,,,100,120,108,12,0,0,196,0.0,386,5.41,9.02,-0.43,0.43,0.24,,,,,
SimulatedAnnealing,17.0,,,,0.86,,,,,100,120,108,12,0,0,196,0.0,284,,,,,,1.24,,0.85,81.56,0.96
MuPlusLambda,266.0,204.0,0.18,0.8200000000000001,0.31,0.54,0.0,1.3,0.12,100,120,108,12,0,0,196,0.0,204,,,,,,,,,,
PlantPropagation,185.0,10.0,,,0.47,,,,,100,120,108,12,0,0,196,0.0,246,,,,,,1.66,0.73,,,
MuPlusLambda,265.0,164.0,0.82,0.18000000000000005,0.41,0.21,0.0,0.2,0.07,100,120,108,12,0,0,196,0.0,191,,,,,,,,,,
StochasticHillClimb,18.0,,,,0.8,,,,,100,120,108,12,0,0,196,7.0,369,,,,,,0.4,,0.66,,
StochasticHillClimb,33.0,,,,0.17,,,,,100,120,108,12,0,0,196,0.0,240,,,,,,0.74,,0.97,,
PlantPropagation,168.0,108.0,,,0.01,,,,,100,120,108,12,0,0,196,114.0,258,,,,,,0.68,0.12,,,
SimulatedAnnealing,46.0,,,,0.02,,,,,100,120,108,12,0,0,196,4.0,468,,,,,,1.38,,0.63,101.82,0.94
StochasticHillClimb,10.0,,,,0.04,,,,,100,120,108,12,0,0,196,0.0,169,,,,,,0.75,,0.37,,
SimulatedAnnealing,42.0,,,,0.7,,,,,100,120,108,12,0,0,196,6.0,266,,,,,,0.11,,0.38,3.67,0.83
SimulatedAnnealing,8.0,,,,0.78,,,,,100,120,108,12,0,0,196,0.0,304,,,,,,1.71,,0.21,135.5,0.98
MuPlusLambda,110.0,17.0,0.22,0.78,0.72,0.84,0.0,1.36,0.22,100,120,108,12,0,0,196,0.0,186,,,,,,,,,,
ParticleSwarm,265.0,,,,0.97,,,,,100,120,108,12,0,0,196,0.0,371,1.79,0.86,-0.26,0.26,0.1,,,,,
PlantPropagation,156.0,152.0,,,0.54,,,,,100,120,108,12,0,0,196,0.0,252,,,,,,1.69,0.77,,,
SimulatedAnnealing,1.0,,,,0.96,,,,,100,120,108,12,0,0,196,0.0,307,,,,,,1.29,,0.23,6.31,0.91
ParticleSwarm,33.0,,,,0.32,,,,,100,120,108,12,0,0,196,0.0,144,6.37,7.32,-1.59,1.59,0.93,,,,,
StochasticHillClimb,35.0,,,,0.48,,,,,100,120,108,12,0,0,196,16.0,323,,,,,,0.38,,0.17,,
StochasticHillClimb,31.0,,,,0.68,,,,,100,120,108,12,0,0,196,0.0,191,,,,,,1.96,,0.22,,
MuPlusLambda,76.0,88.0,0.96,0.040000000000000036,0.02,0.26,0.0,0.32,0.7,100,120,108,12,0,0,196,0.0,154,,,,,,,,,,
StochasticHillClimb,48.0,,,,0.52,,,,,100,120,108,12,0,0,196,0.0,224,,,,,,0.59,,0.32,,
MuPlusLambda,276.0,132.0,0.19,0.81,0.2,0.87,0.0,1.96,0.81,100,120,108,12,0,0,196,0.0,172,,,,,,,,,,
ParticleSwarm,137.0,,,,0.53,,,,,100,120,108,12,0,0,196,2.0,359,3.71,9.12,-0.4,0.4,0.69,,,,,
PlantPropagation,105.0,203.0,,,0.59,,,,,100,120,108,12,0,0,196,18.0,303,,,,,,0.21,0.06,,,
ParticleSwarm,222.0,,,,0.25,,,,,100,120,108,12,0,0,196,0.0,155,7.78,3.14,-1.21,1.21,0.44,,,,,
MuPlusLambda,287.0,93.0,0.27,0.73,0.2,1.0,0.0,1.99,0.65,100,120,108,12,0,0,196,0.0,224,,,,,,,,,,
ParticleSwarm,237.0,,,,0.74,,,,,100,120,108,12,0,0,196,0.0,136,3.64,4.79,-1.54,1.54,0.87,,,,,
StochasticHillClimb,11.0,,,,0.71,,,,,100,120,108,12,0,0,196,0.0,190,,,,,,1.25,,0.57,,
PlantPropagation,196.0,73.0,,,0.02,,,,,100,120,108,12,0,0,196,156.0,277,,,,,,0.98,0.5,,,
MuPlusLambda,62.0,299.0,0.44,0.56,0.28,1.0,0.0,0.39,0.21,100,120,108,12,0,0,196,0.0,219,,,,,,,,,,
PlantPropagation,172.0,88.0,,,0.95,,,,,100,120,108,12,0,0,196,0.0,221,,,,,,1.08,0.44,,,
MuPlusLambda,130.0,70.0,0.04,0.96,0.11,0.53,0.0,1.59,0.57,100,120,108,12,0,0,196,0.0,187,,,,,,,,,,
PlantPropagation,148.0,64.0,,,0.03,,,,,100,120,108,12,0,0,196,134.0,225,,,,,,1.86,0.06,,,
ParticleSwarm,70.0,,,,0.14,,,,,100,120,108,12,0,0,196,12.0,342,0.3,6.63,-0.29,0.29,0.31,,,,,
PlantPropagation,291.0,198.0,,,0.94,,,,,100,120,108,12,0,0,196,0.0,327,,,,,,0.19,0.67,,,
MuPlusLambda,290.0,73.0,0.38,0.62,0.23,0.68,0.0,0.76,0.5,100,120,108,12,0,0,196,0.0,212,,,,,,,,,,
PlantPropagation,92.0,23.0,,,0.23,,,,,100,120,108,12,0,0,196,14.0,246,,,,,,0.69,0.26,,,
StochasticHillClimb,39.0,,,,0.87,,,,,100,120,108,12,0,0,196,0.0,229,,,,,,1.34,,0.62,,
StochasticHillClimb,5.0,,,,0.06,,,,,100,120,108,12,0,0,196,0.0,124,,,,,,1.68,,0.16,,
StochasticHillClimb,28.0,,,,0.37,,,,,100,120,108,12,0,0,196,0.0,240,,,,,,1.62,,0.74,,
MuPlusLambda,253.0,244.0,0.3,0.7,0.82,0.52,0.0,1.86,0.7,100,112,100,12,0,0,280,0.0,255,,,,,,,,,,
ParticleSwarm,192.0,,,,0.51,,,,,100,112,100,12,0,0,280,0.0,207,3.11,2.33,-0.57,0.57,0.91,,,,,
ParticleSwarm,278.0,,,,0.89,,,,,100,112,100,12,0,0,280,0.0,329,9.38,1.35,-0.33,0.33,0.39,,,,,
ParticleSwarm,87.0,,,,0.64,,,,,100,112,100,12,0,0,280,0.0,294,1.87,1.28,-0.64,0.64,0.72,,,,,
StochasticHillClimb,1.0,,,,0.88,,,,,100,112,100,12,0,0,280,0.0,188,,,,,,1.41,,0.09,,
ParticleSwarm,231.0,,,,0.55,,,,,100,112,100,12,0,0,280,0.0,260,9.94,0.52,-1.8,1.8,0.5,,,,,
SimulatedAnnealing,48.0,,,,0.38,,,,,100,112,100,12,0,0,280,0.0,326,,,,,,1.83,,0.16,45.35,0.89
PlantPropagation,125.0,279.0,,,0.73,,,,,100,112,100,12,0,0,280,0.0,317,,,,,,0.44,0.53,,,
MuPlusLambda,56.0,252.0,0.18,0.8200000000000001,0.41,0.64,0.0,1.1,0.59,100,112,100,12,0,0,280,0.0,256,,,,,,,,,,
PlantPropagation,222.0,83.0,,,0.29,,,,,100,112,100,12,0,0,280,0.0,392,,,,,,1.11,0.73,,,
PlantPropagation,237.0,269.0,,,0.16,,,,,100,112,100,12,0,0,280,53.0,408,,,,,,0.99,0.58,,,
MuPlusLambda,174.0,40.0,0.51,0.49,0.47,0.52,0.0,1.19,0.12,100,112,100,12,0,0,280,0.0,249,,,,,,,,,,
MuPlusLambda,123.0,180.0,0.65,0.35,0.87,0.05,0.0,1.62,0.45,100,112,100,12,0,0,280,0.0,252,,,,,,,,,,
StochasticHillClimb,22.0,,,,0.61,,,,,100,112,100,12,0,0,280,0.0,267,,,,,,1.47,,0.3,,
ParticleSwarm,273.0,,,,0.28,,,,,100,112,100,12,0,0,280,0.0,312,4.08,9.6,-1.22,1.22,0.14,,,,,
StochasticHillClimb,3.0,,,,0.92,,,,,100,112,100,12,0,0,280,0.0,235,,,,,,1.74,,0.93,,
SimulatedAnnealing,2.0,,,,0.87,,,,,100,112,100,12,0,0,280,0.0,361,,,,,,0.51,,0.25,67.76,0.82
MuPlusLambda,77.0,174.0,0.62,0.38,0.82,0.57,0.0,1.12,0.14,100,112,100,12,0,0,280,0.0,259,,,,,,,,,,
MuPlusLambda,83.0,181.0,0.12,0.88,0.38,0.58,0.0,0.96,0.03,100,112,100,12,0,0,280,0.0,255,,,,,,,,,,
PlantPropagation,86.0,223.0,,,0.33,,,,,100,112,100,12,0,0,280,0.0,308,,,,,,1.74,0.04,,,
MuPlusLambda,102.0,293.0,0.15,0.85,0.38,0.35,0.0,1.95,0.21,100,112,100,12,0,0,280,0.0,237,,,,,,,,,,
MuPlusLambda,164.0,138.0,0.9,0.09999999999999998,0.38,0.64,0.0,1.77,0.97,100,112,100,12,0,0,280,0.0,230,,,,,,,,,,
MuPlusLambda,288.0,297.0,0.83,0.17000000000000004,0.93,0.39,0.0,1.21,0.78,100,112,100,12,0,0,280,0.0,262,,,,,,,,,,
MuPlusLambda,262.0,34.0,0.54,0.45999999999999996,0.98,0.85,0.0,0.89,0.1,100,112,100,12,0,0,280,0.0,255,,,,,,,,,,
StochasticHillClimb,29.0,,,,0.55,,,,,100,112,100,12,0,0,280,0.0,270,,,,,,0.55,,0.92,,
StochasticHillClimb,20.0,,,,0.04,,,,,100,112,100,12,0,0,280,0.0,313,,,,,,1.41,,0.79,,
PlantPropagation,287.0,23.0,,,0.17,,,,,100,112,100,12,0,0,280,0.0,335,,,,,,1.92,0.2,,,
StochasticHillClimb,36.0,,,,0.04,,,,,100,112,100,12,0,0,280,0.0,307,,,,,,1.13,,0.06,,
SimulatedAnnealing,9.0,,,,0.51,,,,,100,112,100,12,0,0,280,9.0,441,,,,,,0.24,,0.5,171.42,0.99
SimulatedAnnealing,43.0,,,,0.72,,,,,100,112,100,12,0,0,280,0.0,330,,,,,,1.57,,0.31,112.54,0.94
SimulatedAnnealing,2.0,,,,0.94,,,,,100,112,100,12,0,0,280,0.0,368,,,,,,1.52,,0.44,60.63,0.97
PlantPropagation,298.0,96.0,,,0.67,,,,,100,112,100,12,0,0,280,0.0,335,,,,,,0.79,0.83,,,
PlantPropagation,51.0,262.0,,,0.8,,,,,100,112,100,12,0,0,280,0.0,337,,,,,,1.59,0.91,,,
SimulatedAnnealing,16.0,,,,0.79,,,,,100,112,100,12,0,0,280,0.0,349,,,,,,0.55,,0.3,100.56,0.92
SimulatedAnnealing,33.0,,,,0.03,,,,,100,112,100,12,0,0,280,0.0,411,,,,,,0.21,,0.65,163.16,0.96
SimulatedAnnealing,6.0,,,,0.79,,,,,100,112,100,12,0,0,280,0.0,381,,,,,,0.76,,0.77,16.1,0.89
SimulatedAnnealing,45.0,,,,0.75,,,,,100,112,100,12,0,0,280,0.0,332,,,,,,1.74,,0.65,20.8,0.88
SimulatedAnnealing,34.0,,,,0.19,,,,,100,112,100,12,0,0,280,0.0,345,,,,,,0.69,,0.05,157.7,0.9
PlantPropagation,12.0,35.0,,,0.23,,,,,100,112,100,12,0,0,280,12.0,330,,,,,,0.68,0.6,,,
SimulatedAnnealing,45.0,,,,0.75,,,,,100,112,100,12,0,0,280,0.0,348,,,,,,1.94,,0.54,67.54,0.92
SimulatedAnnealing,29.0,,,,0.08,,,,,100,112,100,12,0,0,280,0.0,413,,,,,,1.13,,0.84,175.9,0.91
StochasticHillClimb,40.0,,,,0.45,,,,,100,112,100,12,0,0,280,0.0,335,,,,,,1.5,,0.53,,
ParticleSwarm,144.0,,,,0.83,,,,,100,112,100,12,0,0,280,0.0,205,3.28,2.54,-1.03,1.03,0.93,,,,,
StochasticHillClimb,4.0,,,,0.42,,,,,100,112,100,12,0,0,280,6.0,466,,,,,,0.1,,0.45,,
ParticleSwarm,234.0,,,,0.05,,,,,100,112,100,12,0,0,280,0.0,220,4.13,9.37,-1.56,1.56,0.25,,,,,
StochasticHillClimb,10.0,,,,0.35,,,,,100,112,100,12,0,0,280,0.0,249,,,,,,1.28,,0.4,,
MuPlusLambda,67.0,267.0,0.22,0.78,0.81,0.29,0.0,0.82,0.58,100,112,100,12,0,0,280,0.0,239,,,,,,,,,,
StochasticHillClimb,32.0,,,,0.94,,,,,100,112,100,12,0,0,280,0.0,235,,,,,,1.29,,0.25,,
StochasticHillClimb,30.0,,,,0.21,,,,,100,112,100,12,0,0,280,0.0,342,,,,,,1.4,,0.79,,
PlantPropagation,210.0,271.0,,,0.13,,,,,100,112,100,12,0,0,280,46.0,301,,,,,,1.25,0.63,,,
MuPlusLambda,269.0,259.0,0.21,0.79,0.42,0.32,0.0,0.47,0.65,100,112,100,12,0,0,280,0.0,263,,,,,,,,,,
ParticleSwarm,25.0,,,,0.45,,,,,100,112,100,12,0,0,280,0.0,185,5.83,2.26,-1.73,1.73,0.64,,,,,
PlantPropagation,157.0,299.0,,,0.48,,,,,100,112,100,12,0,0,280,0.0,298,,,,,,1.72,0.01,,,
PlantPropagation,247.0,32.0,,,0.62,,,,,100,112,100,12,0,0,280,0.0,356,,,,,,0.16,0.1,,,
ParticleSwarm,190.0,,,,0.06,,,,,100,112,100,12,0,0,280,6.0,352,1.89,4.47,-1.13,1.13,0.23,,,,,
ParticleSwarm,231.0,,,,0.02,,,,,100,112,100,12,0,0,280,0.0,214,1.78,5.2,-1.12,1.12,0.61,,,,,
PlantPropagation,235.0,166.0,,,0.87,,,,,100,112,100,12,0,0,280,0.0,306,,,,,,0.23,0.98,,,
MuPlusLambda,213.0,251.0,0.96,0.040000000000000036,0.16,0.85,0.0,0.71,0.89,100,112,100,12,0,0,280,0.0,230,,,,,,,,,,
StochasticHillClimb,16.0,,,,0.11,,,,,100,112,100,12,0,0,280,0.0,297,,,,,,1.25,,0.46,,
SimulatedAnnealing,3.0,,,,0.26,,,,,100,112,100,12,0,0,280,0.0,620,,,,,,1.98,,0.83,63.49,0.81
PlantPropagation,22.0,49.0,,,0.17,,,,,100,112,100,12,0,0,280,0.0,371,,,,,,1.26,0.65,,,
PlantPropagation,282.0,180.0,,,0.31,,,,,100,112,100,12,0,0,280,0.0,321,,,,,,0.83,0.16,,,
SimulatedAnnealing,8.0,,,,0.74,,,,,100,112,100,12,0,0,280,0.0,415,,,,,,1.68,,0.82,114.42,0.97
