algorithm,mu,lambda_,mut_std,mut_indpb,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,mut_prob,temp,alpha,phi1,phi2,smin,smax,weight,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
ParticleSwarm,200.0,,,,1.0,367,382,375,7,0,13012.0,194,0.0,284,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,367,382,375,7,0,13012.0,194,0.0,411,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,367,382,375,7,0,13012.0,194,880.0,194,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,367,382,375,7,0,13012.0,194,0.0,616,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,367,382,375,7,0,13012.0,194,0.0,719,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,367,382,375,7,0,13012.0,194,0.0,362,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,367,382,375,7,0,13012.0,194,685.0,195,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,162,248,242,6,0,7315.0,454,6678.0,1916,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,162,248,242,6,0,7315.0,454,2355.0,3400,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,162,248,242,6,0,7315.0,454,2301.0,3452,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,162,248,242,6,0,7315.0,454,3133.0,3127,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,162,248,242,6,0,7315.0,454,2774.0,2977,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,162,248,242,6,0,7315.0,454,5435.0,1990,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,162,248,242,6,0,7315.0,454,5475.0,412,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,162,248,242,6,0,7315.0,454,5443.0,445,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,162,248,242,6,0,7315.0,454,3133.0,2971,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,162,248,242,6,0,7315.0,454,2947.0,2803,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,365,593,591,2,0,13067.0,596,196.0,855,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,365,593,591,2,0,13067.0,596,15.0,760,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,365,593,591,2,0,13067.0,596,0.0,863,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,365,593,591,2,0,13067.0,596,18.0,920,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,365,593,591,2,0,13067.0,596,21.0,861,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,365,593,591,2,0,13067.0,596,0.0,1737,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,365,593,591,2,0,13067.0,596,0.0,1441,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,365,593,591,2,0,13067.0,596,1944.0,568,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,365,593,591,2,0,13067.0,596,1720.0,597,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,365,593,591,2,0,13067.0,596,0.0,785,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,160,303,287,16,0,0.0,497,2.0,416,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,160,303,287,16,0,0.0,497,0.0,538,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,160,303,287,16,0,0.0,497,0.0,684,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,160,303,287,16,0,0.0,497,0.0,604,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,160,303,287,16,0,0.0,497,0.0,436,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,160,303,287,16,0,0.0,497,0.0,600,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,160,303,287,16,0,0.0,497,0.0,438,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,160,303,287,16,0,0.0,497,0.0,431,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,160,303,287,16,0,0.0,497,0.0,541,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,160,303,287,16,0,0.0,497,0.0,542,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,143,152,147,5,0,1151.0,173,0.0,157,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,143,152,147,5,0,1151.0,173,0.0,259,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,143,152,147,5,0,1151.0,173,0.0,151,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,143,152,147,5,0,1151.0,173,0.0,195,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,143,152,147,5,0,1151.0,173,0.0,306,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,143,152,147,5,0,1151.0,173,0.0,202,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,143,152,147,5,0,1151.0,173,1.0,143,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,143,152,147,5,0,1151.0,173,0.0,243,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,143,152,147,5,0,1151.0,173,0.0,383,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,143,152,147,5,0,1151.0,173,67.0,140,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,241,401,397,4,0,2859.0,488,0.0,527,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,241,401,397,4,0,2859.0,488,0.0,611,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,241,401,397,4,0,2859.0,488,80.0,433,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,241,401,397,4,0,2859.0,488,73.0,432,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,241,401,397,4,0,2859.0,488,0.0,617,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,241,401,397,4,0,2859.0,488,0.0,638,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,241,401,397,4,0,2859.0,488,0.0,575,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,241,401,397,4,0,2859.0,488,0.0,532,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,241,401,397,4,0,2859.0,488,0.0,1008,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,241,401,397,4,0,2859.0,488,0.0,866,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,187,216,208,8,0,492.0,312,0.0,280,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,187,216,208,8,0,492.0,312,0.0,224,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,187,216,208,8,0,492.0,312,0.0,277,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,187,216,208,8,0,492.0,312,0.0,478,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,187,216,208,8,0,492.0,312,0.0,343,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,187,216,208,8,0,492.0,312,0.0,223,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,187,216,208,8,0,492.0,312,0.0,422,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,187,216,208,8,0,492.0,312,0.0,341,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,187,216,208,8,0,492.0,312,0.0,241,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,187,216,208,8,0,492.0,312,0.0,221,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,96,172,158,14,0,0.0,267,0.0,187,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,96,172,158,14,0,0.0,267,0.0,206,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,96,172,158,14,0,0.0,267,0.0,292,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,96,172,158,14,0,0.0,267,0.0,454,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,96,172,158,14,0,0.0,267,0.0,267,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,96,172,158,14,0,0.0,267,0.0,189,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,96,172,158,14,0,0.0,267,0.0,231,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,96,172,158,14,0,0.0,267,0.0,212,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,96,172,158,14,0,0.0,267,0.0,435,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,96,172,158,14,0,0.0,267,0.0,292,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,250,272,268,4,0,11754.0,349,0.0,484,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,250,272,268,4,0,11754.0,349,0.0,932,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,250,272,268,4,0,11754.0,349,0.0,497,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,250,272,268,4,0,11754.0,349,19.0,599,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,250,272,268,4,0,11754.0,349,440.0,310,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,250,272,268,4,0,11754.0,349,24.0,626,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,250,272,268,4,0,11754.0,349,0.0,495,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,250,272,268,4,0,11754.0,349,0.0,965,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,250,272,268,4,0,11754.0,349,170.0,304,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,250,272,268,4,0,11754.0,349,0.0,559,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,390,677,669,8,0,4214.0,436,732.0,361,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,390,677,669,8,0,4214.0,436,185.0,580,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,390,677,669,8,0,4214.0,436,0.0,779,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,390,677,669,8,0,4214.0,436,0.0,974,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,390,677,669,8,0,4214.0,436,49.0,591,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,390,677,669,8,0,4214.0,436,0.0,561,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,390,677,669,8,0,4214.0,436,0.0,524,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,390,677,669,8,0,4214.0,436,505.0,356,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,390,677,669,8,0,4214.0,436,0.0,1096,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,390,677,669,8,0,4214.0,436,77.0,720,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,493,559,546,13,0,9368.0,338,151.0,471,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,493,559,546,13,0,9368.0,338,32.0,452,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,493,559,546,13,0,9368.0,338,2.0,473,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,493,559,546,13,0,9368.0,338,1199.0,289,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,493,559,546,13,0,9368.0,338,60.0,508,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,493,559,546,13,0,9368.0,338,0.0,1322,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,493,559,546,13,0,9368.0,338,2091.0,291,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,493,559,546,13,0,9368.0,338,48.0,500,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,493,559,546,13,0,9368.0,338,0.0,453,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,493,559,546,13,0,9368.0,338,0.0,1284,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,329,388,371,17,0,486.0,275,0.0,606,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,329,388,371,17,0,486.0,275,0.0,369,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,329,388,371,17,0,486.0,275,0.0,367,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,329,388,371,17,0,486.0,275,0.0,292,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,329,388,371,17,0,486.0,275,0.0,293,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,329,388,371,17,0,486.0,275,0.0,371,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,329,388,371,17,0,486.0,275,292.0,238,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,329,388,371,17,0,486.0,275,0.0,384,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,329,388,371,17,0,486.0,275,0.0,503,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,329,388,371,17,0,486.0,275,107.0,251,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,346,501,499,2,0,17296.0,441,1893.0,657,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,346,501,499,2,0,17296.0,441,262.0,759,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,346,501,499,2,0,17296.0,441,285.0,830,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,346,501,499,2,0,17296.0,441,0.0,2235,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,346,501,499,2,0,17296.0,441,557.0,890,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,346,501,499,2,0,17296.0,441,3734.0,432,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,346,501,499,2,0,17296.0,441,276.0,884,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,346,501,499,2,0,17296.0,441,3378.0,422,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,346,501,499,2,0,17296.0,441,196.0,885,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,346,501,499,2,0,17296.0,441,0.0,1893,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,94,167,157,10,0,0.0,198,0.0,141,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,94,167,157,10,0,0.0,198,0.0,153,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,94,167,157,10,0,0.0,198,0.0,358,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,94,167,157,10,0,0.0,198,1.0,141,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,94,167,157,10,0,0.0,198,0.0,261,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,94,167,157,10,0,0.0,198,0.0,248,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,94,167,157,10,0,0.0,198,0.0,221,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,94,167,157,10,0,0.0,198,0.0,355,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,94,167,157,10,0,0.0,198,0.0,141,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,94,167,157,10,0,0.0,198,0.0,163,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,114,166,161,5,0,32.0,555,0.0,648,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,114,166,161,5,0,32.0,555,41.0,704,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,114,166,161,5,0,32.0,555,54.0,450,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,114,166,161,5,0,32.0,555,219.0,670,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,114,166,161,5,0,32.0,555,0.0,673,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,114,166,161,5,0,32.0,555,0.0,513,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,114,166,161,5,0,32.0,555,0.0,843,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,114,166,161,5,0,32.0,555,0.0,618,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,114,166,161,5,0,32.0,555,19.0,434,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,114,166,161,5,0,32.0,555,0.0,512,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,247,433,427,6,0,334.0,417,0.0,858,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,247,433,427,6,0,334.0,417,0.0,448,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,247,433,427,6,0,334.0,417,172.0,390,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,247,433,427,6,0,334.0,417,0.0,568,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,247,433,427,6,0,334.0,417,0.0,582,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,247,433,427,6,0,334.0,417,0.0,467,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,247,433,427,6,0,334.0,417,134.0,394,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,247,433,427,6,0,334.0,417,0.0,795,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,247,433,427,6,0,334.0,417,0.0,506,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,247,433,427,6,0,334.0,417,0.0,646,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,392,620,605,15,0,1761.0,659,401.0,602,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,392,620,605,15,0,1761.0,659,0.0,1243,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,392,620,605,15,0,1761.0,659,0.0,849,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,392,620,605,15,0,1761.0,659,0.0,794,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,392,620,605,15,0,1761.0,659,0.0,725,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,392,620,605,15,0,1761.0,659,356.0,587,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,392,620,605,15,0,1761.0,659,0.0,772,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,392,620,605,15,0,1761.0,659,0.0,694,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,392,620,605,15,0,1761.0,659,0.0,1350,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,392,620,605,15,0,1761.0,659,0.0,813,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,477,779,769,10,0,3336.0,714,23.0,830,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,477,779,769,10,0,3336.0,714,0.0,1380,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,477,779,769,10,0,3336.0,714,19.0,895,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,477,779,769,10,0,3336.0,714,450.0,669,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,477,779,769,10,0,3336.0,714,0.0,834,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,477,779,769,10,0,3336.0,714,480.0,672,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,477,779,769,10,0,3336.0,714,0.0,915,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,477,779,769,10,0,3336.0,714,0.0,824,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,477,779,769,10,0,3336.0,714,2820.0,855,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,477,779,769,10,0,3336.0,714,0.0,1518,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,197,339,332,7,0,1314.0,505,60.0,676,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,197,339,332,7,0,1314.0,505,11.0,690,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,197,339,332,7,0,1314.0,505,134.0,460,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,197,339,332,7,0,1314.0,505,146.0,485,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,197,339,332,7,0,1314.0,505,0.0,602,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,197,339,332,7,0,1314.0,505,39.0,574,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,197,339,332,7,0,1314.0,505,0.0,618,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,197,339,332,7,0,1314.0,505,0.0,1343,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,197,339,332,7,0,1314.0,505,0.0,602,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,197,339,332,7,0,1314.0,505,0.0,1398,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,190,326,315,11,0,46.0,249,0.0,291,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,190,326,315,11,0,46.0,249,0.0,283,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,190,326,315,11,0,46.0,249,0.0,369,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,190,326,315,11,0,46.0,249,0.0,420,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,190,326,315,11,0,46.0,249,2.0,212,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,190,326,315,11,0,46.0,249,0.0,354,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,190,326,315,11,0,46.0,249,0.0,387,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,190,326,315,11,0,46.0,249,0.0,365,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,190,326,315,11,0,46.0,249,0.0,531,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,190,326,315,11,0,46.0,249,0.0,211,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
