algorithm,mu,mut_prob,mut_std,temp,alpha,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,lambda_,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,mut_indpb,phi1,phi2,smin,smax,weight
MuPlusLambda,200.0,,,,,0.0,126,209,190,19,0,0.0,434,0.0,301,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,274,433,431,2,0,7276.0,376,0.0,692,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,274,433,431,2,0,7276.0,376,182.0,616,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,274,433,431,2,0,7276.0,376,676.0,368,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,274,433,431,2,0,7276.0,376,0.0,633,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,274,433,431,2,0,7276.0,376,0.0,1291,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,357,413,396,17,0,2680.0,441,0.0,534,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,357,413,396,17,0,2680.0,441,0.0,614,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,357,413,396,17,0,2680.0,441,0.0,846,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,357,413,396,17,0,2680.0,441,0.0,622,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,357,413,396,17,0,2680.0,441,353.0,388,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,48,75,60,15,0,0.0,321,0.0,320,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,48,75,60,15,0,0.0,321,0.0,168,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,48,75,60,15,0,0.0,321,0.0,161,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,48,75,60,15,0,0.0,321,0.0,202,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,48,75,60,15,0,0.0,321,0.0,441,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,479,720,705,15,0,2229.0,569,0.0,1215,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,479,720,705,15,0,2229.0,569,0.0,902,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,479,720,705,15,0,2229.0,569,580.0,524,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,479,720,705,15,0,2229.0,569,4.0,843,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,479,720,705,15,0,2229.0,569,0.0,656,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,402,605,587,18,0,391.0,642,0.0,1090,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,402,605,587,18,0,391.0,642,0.0,772,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,402,605,587,18,0,391.0,642,0.0,698,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,402,605,587,18,0,391.0,642,0.0,710,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,402,605,587,18,0,391.0,642,413.0,563,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,272,464,446,18,0,112.0,402,0.0,454,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,272,464,446,18,0,112.0,402,0.0,482,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,272,464,446,18,0,112.0,402,127.0,310,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,272,464,446,18,0,112.0,402,0.0,574,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,272,464,446,18,0,112.0,402,0.0,396,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,225,375,371,4,0,2096.0,457,0.0,732,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,225,375,371,4,0,2096.0,457,4.0,331,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,225,375,371,4,0,2096.0,457,0.0,460,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,225,375,371,4,0,2096.0,457,0.0,553,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,225,375,371,4,0,2096.0,457,0.0,403,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,461,679,666,13,0,2895.0,412,0.0,601,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,461,679,666,13,0,2895.0,412,0.0,954,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,461,679,666,13,0,2895.0,412,898.0,388,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,461,679,666,13,0,2895.0,412,0.0,528,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,461,679,666,13,0,2895.0,412,0.0,637,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,230,386,385,1,0,20289.0,594,9361.0,592,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,230,386,385,1,0,20289.0,594,6279.0,774,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,230,386,385,1,0,20289.0,594,2857.0,946,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,230,386,385,1,0,20289.0,594,133.0,2057,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,230,386,385,1,0,20289.0,594,754.0,1078,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,336,595,576,19,0,0.0,286,412.0,288,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,336,595,576,19,0,0.0,286,0.0,408,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,336,595,576,19,0,0.0,286,0.0,425,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,336,595,576,19,0,0.0,286,0.0,446,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,336,595,576,19,0,0.0,286,0.0,562,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,52,65,50,15,0,0.0,197,0.0,93,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,52,65,50,15,0,0.0,197,0.0,73,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,52,65,50,15,0,0.0,197,0.0,80,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,52,65,50,15,0,0.0,197,0.0,185,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,52,65,50,15,0,0.0,197,0.0,302,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,70,79,73,6,0,0.0,187,0.0,357,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,70,79,73,6,0,0.0,187,0.0,242,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,70,79,73,6,0,0.0,187,0.0,127,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,70,79,73,6,0,0.0,187,0.0,128,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,70,79,73,6,0,0.0,187,0.0,156,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,245,403,390,13,0,23.0,585,0.0,654,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,245,403,390,13,0,23.0,585,94.0,463,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,245,403,390,13,0,23.0,585,0.0,791,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,245,403,390,13,0,23.0,585,0.0,702,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,245,403,390,13,0,23.0,585,0.0,996,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,379,425,421,4,0,29685.0,275,3998.0,546,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,379,425,421,4,0,29685.0,275,1747.0,499,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,379,425,421,4,0,29685.0,275,70.0,1404,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,379,425,421,4,0,29685.0,275,8724.0,309,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,379,425,421,4,0,29685.0,275,3323.0,544,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,150,254,252,2,0,290.0,363,0.0,617,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,150,254,252,2,0,290.0,363,8.0,308,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,150,254,252,2,0,290.0,363,0.0,393,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,150,254,252,2,0,290.0,363,0.0,433,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,150,254,252,2,0,290.0,363,0.0,461,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,487,887,871,16,0,489.0,664,388.0,631,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,487,887,871,16,0,489.0,664,0.0,733,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,487,887,871,16,0,489.0,664,0.0,968,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,487,887,871,16,0,489.0,664,0.0,753,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,487,887,871,16,0,489.0,664,0.0,832,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,361,519,517,2,0,26736.0,420,12053.0,401,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,361,519,517,2,0,26736.0,420,147.0,1877,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,361,519,517,2,0,26736.0,420,4685.0,785,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,361,519,517,2,0,26736.0,420,6189.0,779,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,361,519,517,2,0,26736.0,420,2551.0,815,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,111,209,193,16,0,0.0,398,0.0,567,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,111,209,193,16,0,0.0,398,0.0,334,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,111,209,193,16,0,0.0,398,0.0,327,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,111,209,193,16,0,0.0,398,0.0,463,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,111,209,193,16,0,0.0,398,0.0,359,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,246,405,404,1,0,28452.0,493,22812.0,563,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,246,405,404,1,0,28452.0,493,7634.0,994,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,246,405,404,1,0,28452.0,493,3057.0,2109,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,246,405,404,1,0,28452.0,493,15689.0,775,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,246,405,404,1,0,28452.0,493,13548.0,901,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,200,334,331,3,0,370.0,296,0.0,515,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,200,334,331,3,0,370.0,296,0.0,374,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,200,334,331,3,0,370.0,296,0.0,509,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,200,334,331,3,0,370.0,296,0.0,726,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,200,334,331,3,0,370.0,296,161.0,270,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,50,59,58,1,0,2009.0,227,0.0,533,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,50,59,58,1,0,2009.0,227,116.0,224,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,50,59,58,1,0,2009.0,227,0.0,286,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,50,59,58,1,0,2009.0,227,0.0,241,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,50,59,58,1,0,2009.0,227,0.0,350,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,473,784,774,10,0,5459.0,741,29.0,851,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,473,784,774,10,0,5459.0,741,0.0,856,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,473,784,774,10,0,5459.0,741,0.0,2250,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,473,784,774,10,0,5459.0,741,616.0,665,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,473,784,774,10,0,5459.0,741,0.0,817,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,34,47,46,1,0,14.0,378,0.0,532,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,34,47,46,1,0,14.0,378,0.0,247,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,34,47,46,1,0,14.0,378,0.0,156,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,34,47,46,1,0,14.0,378,0.0,210,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,34,47,46,1,0,14.0,378,0.0,377,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,28,38,33,5,0,0.0,150,0.0,66,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,28,38,33,5,0,0.0,150,0.0,63,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,28,38,33,5,0,0.0,150,0.0,44,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,28,38,33,5,0,0.0,150,0.0,170,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,28,38,33,5,0,0.0,150,0.0,275,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,76,103,84,19,0,0.0,244,0.0,263,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,76,103,84,19,0,0.0,244,0.0,122,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,76,103,84,19,0,0.0,244,0.0,152,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,76,103,84,19,0,0.0,244,0.0,169,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,76,103,84,19,0,0.0,244,0.0,376,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,52,95,77,18,0,0.0,223,0.0,290,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,52,95,77,18,0,0.0,223,0.0,117,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,52,95,77,18,0,0.0,223,0.0,91,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,52,95,77,18,0,0.0,223,0.0,234,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,52,95,77,18,0,0.0,223,0.0,81,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,142,159,154,5,0,1400.0,245,0.0,407,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,142,159,154,5,0,1400.0,245,0.0,552,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,142,159,154,5,0,1400.0,245,0.0,203,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,142,159,154,5,0,1400.0,245,0.0,302,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,142,159,154,5,0,1400.0,245,0.0,368,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,476,854,839,15,0,4899.0,532,357.0,861,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,476,854,839,15,0,4899.0,532,1046.0,746,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,476,854,839,15,0,4899.0,532,2108.0,488,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,476,854,839,15,0,4899.0,532,265.0,2425,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,476,854,839,15,0,4899.0,532,2083.0,643,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,345,516,514,2,0,18827.0,494,1117.0,453,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,345,516,514,2,0,18827.0,494,46.0,680,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,345,516,514,2,0,18827.0,494,191.0,696,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,345,516,514,2,0,18827.0,494,0.0,1274,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,345,516,514,2,0,18827.0,494,12.0,702,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,148,210,199,11,0,40.0,438,0.0,645,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,148,210,199,11,0,40.0,438,0.0,745,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,148,210,199,11,0,40.0,438,0.0,406,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,148,210,199,11,0,40.0,438,0.0,389,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,148,210,199,11,0,40.0,438,0.0,517,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,425,497,485,12,0,6447.0,407,0.0,548,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,425,497,485,12,0,6447.0,407,0.0,613,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,425,497,485,12,0,6447.0,407,543.0,335,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,425,497,485,12,0,6447.0,407,0.0,1057,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,425,497,485,12,0,6447.0,407,0.0,468,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,115,120,116,4,0,855.0,119,0.0,206,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,115,120,116,4,0,855.0,119,0.0,190,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,115,120,116,4,0,855.0,119,0.0,122,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,115,120,116,4,0,855.0,119,0.0,287,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,115,120,116,4,0,855.0,119,0.0,133,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,125,169,163,6,0,1556.0,393,0.0,523,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,125,169,163,6,0,1556.0,393,0.0,490,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,125,169,163,6,0,1556.0,393,4.0,312,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,125,169,163,6,0,1556.0,393,0.0,469,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,125,169,163,6,0,1556.0,393,0.0,948,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,129,175,172,3,0,779.0,424,0.0,746,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,129,175,172,3,0,779.0,424,0.0,423,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,129,175,172,3,0,779.0,424,6.0,389,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,129,175,172,3,0,779.0,424,0.0,554,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,129,175,172,3,0,779.0,424,0.0,508,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,465,548,530,18,0,2708.0,498,0.0,545,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,465,548,530,18,0,2708.0,498,0.0,510,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,465,548,530,18,0,2708.0,498,0.0,739,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,465,548,530,18,0,2708.0,498,450.0,387,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,465,548,530,18,0,2708.0,498,0.0,1240,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,67,103,97,6,0,0.0,353,0.0,374,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,67,103,97,6,0,0.0,353,0.0,290,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,67,103,97,6,0,0.0,353,0.0,193,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,67,103,97,6,0,0.0,353,0.0,694,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,67,103,97,6,0,0.0,353,0.0,156,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,345,389,371,18,0,4459.0,262,13.0,1226,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,345,389,371,18,0,4459.0,262,0.0,430,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,345,389,371,18,0,4459.0,262,0.0,496,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,345,389,371,18,0,4459.0,262,170.0,435,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,345,389,371,18,0,4459.0,262,802.0,265,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,323,532,524,8,0,5525.0,475,0.0,686,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,323,532,524,8,0,5525.0,475,0.0,635,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,323,532,524,8,0,5525.0,475,186.0,689,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,323,532,524,8,0,5525.0,475,1246.0,386,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,323,532,524,8,0,5525.0,475,0.0,1483,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,146,202,196,6,0,73.0,344,0.0,443,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,146,202,196,6,0,73.0,344,0.0,351,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,146,202,196,6,0,73.0,344,0.0,598,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,146,202,196,6,0,73.0,344,23.0,268,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,146,202,196,6,0,73.0,344,0.0,390,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,445,661,653,8,0,6634.0,585,4.0,732,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,445,661,653,8,0,6634.0,585,0.0,994,,,,,,,,,,,,,
